time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452400000	4.78226	18.9957	4.93185	3.77305	0.456026	lidar	0.417437	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.58537	18.8454	4.93508	3.79751	0.45824	radar	0.121021	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.40225	18.7208	4.91057	3.8137	0.452769	lidar	0.62374	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.21104	18.5724	4.90417	3.83296	0.448569	radar	0.230923	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.07381	18.4181	4.85582	3.86344	0.456593	lidar	1.41897	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.89574	18.2503	4.86574	3.89099	0.463472	radar	1.86289	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65736	18.1127	4.90404	3.89299	0.443983	lidar	1.41299	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.47895	17.9525	4.89522	3.911	0.43903	radar	0.392005	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.26547	17.7821	4.92894	3.9241	0.430537	lidar	0.730352	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.0944	17.6022	4.93546	3.94877	0.434867	radar	0.531292	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.91207	17.5043	4.89295	3.94483	0.412835	lidar	3.4713	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.74862	17.3117	4.90758	3.97306	0.421909	radar	1.00282	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.57996	17.1212	4.91725	3.99495	0.422443	lidar	0.0717291	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.41797	16.9418	4.90842	4.01197	0.417324	radar	0.396625	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.25617	16.7697	4.90075	4.02703	0.412297	lidar	0.143093	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.10188	16.5746	4.90058	4.04725	0.410806	radar	1.36561	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.95004	16.3274	4.94223	4.08044	0.421338	lidar	1.92295	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.80347	16.1359	4.93195	4.09715	0.41622	radar	0.400863	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.60298	15.9735	4.94538	4.09232	0.393179	lidar	1.18251	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.46504	15.7604	4.95667	4.11692	0.398881	radar	0.506313	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.29759	15.5356	4.99321	4.13284	0.39468	lidar	0.888136	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.16094	15.3314	4.98757	4.1501	0.391976	radar	0.183187	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.956629	15.1111	5.04472	4.15102	0.374401	lidar	2.29008	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.81943	14.9102	5.03002	4.16368	0.367522	radar	0.87045	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.702041	14.6945	5.02237	4.18542	0.370633	lidar	0.0460649	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.581005	14.4684	5.03083	4.2074	0.374472	radar	0.318601	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.408772	14.2476	5.06384	4.21073	0.360256	lidar	0.88902	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.294553	14.0134	5.07855	4.23453	0.367237	radar	0.838371	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.258229	13.7565	5.05833	4.28203	0.393519	lidar	1.44761	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.157563	13.5211	5.06667	4.30447	0.397078	radar	0.403263	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.00777074	13.297	5.09634	4.30222	0.376856	lidar	1.09432	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.110067	13.0683	5.08877	4.31835	0.373689	radar	0.200651	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.140395	12.8413	5.04599	4.3557	0.391082	lidar	1.46574	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.229486	12.608	5.03731	4.37235	0.38728	radar	0.738747	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.356509	12.3744	5.0556	4.37666	0.373479	lidar	0.471802	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.442987	12.1468	5.04185	4.39086	0.368666	radar	0.906854	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.541891	11.9326	5.02719	4.39859	0.359314	lidar	0.450464	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.621147	11.6978	5.01982	4.41384	0.356122	radar	0.318499	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.825456	11.461	5.07344	4.38782	0.315913	lidar	4.04137	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-0.910926	11.2266	5.05988	4.39863	0.309528	radar	1.33542	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.10296	11.0066	5.08661	4.37322	0.27245	lidar	2.70506	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.18438	10.7658	5.08915	4.38799	0.274042	radar	0.151561	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.32686	10.5118	5.12665	4.38248	0.256376	lidar	1.26746	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.40494	10.2631	5.13359	4.39771	0.259053	radar	0.241736	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.52634	10.0603	5.109	4.39121	0.24185	lidar	1.38595	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.60998	9.82325	5.10189	4.40035	0.23848	radar	0.19551	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.70296	9.60459	5.08361	4.40406	0.231265	lidar	0.458314	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.77788	9.36125	5.08653	4.41655	0.232654	radar	0.196206	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.86831	9.05867	5.15244	4.42908	0.233001	lidar	3.24194	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-1.94768	8.82135	5.13998	4.4353	0.226885	radar	0.689824	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.06092	8.57106	5.15882	4.43227	0.213888	lidar	0.467783	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.13622	8.32576	5.15545	4.44023	0.210795	radar	0.212699	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.20945	8.0908	5.14362	4.4476	0.208027	lidar	0.145703	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.28556	7.85553	5.13015	4.45226	0.201957	radar	1.59083	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.41879	7.61005	5.15089	4.43937	0.181261	lidar	1.01914	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.50746	7.37472	5.13529	4.43742	0.168565	radar	1.62727	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.63674	7.11903	5.16434	4.42661	0.151232	lidar	0.964184	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.71333	6.87677	5.15947	4.43177	0.14882	radar	0.398631	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.77612	6.67044	5.11434	4.43767	0.147572	lidar	1.47408	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.85923	6.43068	5.10459	4.4365	0.136993	radar	1.25273	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.92137	6.19271	5.09455	4.44475	0.138259	lidar	0.0631722	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-2.99918	5.95392	5.08892	4.44631	0.132571	radar	0.67752	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.09372	5.67784	5.12981	4.4465	0.126803	lidar	1.02782	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.17902	5.435	5.12372	4.44269	0.114357	radar	1.35229	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.29376	5.17438	5.15359	4.43425	0.101784	lidar	0.794113	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.36884	4.92834	5.15218	4.43682	0.0988527	radar	0.0525742	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.50249	4.65341	5.20172	4.42347	0.0827306	lidar	1.86263	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.59506	4.40609	5.20065	4.41742	0.0700285	radar	1.22561	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.7519	4.13922	5.2474	4.3964	0.0485662	lidar	2.41982	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.83801	3.89342	5.24545	4.39689	0.046835	radar	0.331904	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.91058	3.66365	5.22229	4.39993	0.047287	lidar	0.313865	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.01511	3.42325	5.22	4.39044	0.0336626	radar	1.46206	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.11046	3.18443	5.21569	4.38713	0.0292378	lidar	0.100175	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.21124	2.93838	5.21928	4.37972	0.0183123	radar	0.603587	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.30106	2.66542	5.24837	4.38208	0.0199262	lidar	0.499061	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.39074	2.41717	5.24996	4.38063	0.016826	radar	0.0533347	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.50547	2.1564	5.27407	4.37393	0.0105391	lidar	0.551598	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.6109	1.90554	5.28305	4.36425	-0.003235	radar	1.58051	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.73571	1.63676	5.31753	4.35603	-0.00979849	lidar	1.00649	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.84665	1.38738	5.32584	4.34663	-0.0209686	radar	0.703705	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.88498	1.16133	5.28074	4.3599	-0.00907854	lidar	2.2504	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-4.98225	0.914416	5.28298	4.35626	-0.0131256	radar	0.140772	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.03036	0.692369	5.23982	4.36552	-0.00506248	lidar	1.75612	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.12573	0.441358	5.2493	4.36105	-0.0116149	radar	0.877423	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.1974	0.204604	5.23228	4.36481	-0.00801269	lidar	0.300649	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.2976	-0.0432382	5.23829	4.36173	-0.00992545	radar	26.4129	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.37055	-0.276755	5.2191	4.36472	-0.00708976	lidar	0.331272	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.46989	-0.521031	5.2243	4.35931	-0.0133524	radar	0.459756	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.63853	-0.690315	5.17725	4.32492	-0.0444081	lidar	3.53648	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.74293	-0.93315	5.18893	4.31743	-0.0528124	radar	1.84334	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.84722	-1.1905	5.20901	4.316	-0.0514466	lidar	0.258072	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-5.94725	-1.43228	5.21232	4.31289	-0.0529042	radar	0.29699	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.10738	-1.6294	5.19256	4.28655	-0.074677	lidar	1.36842	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.22946	-1.86984	5.21175	4.27477	-0.0860522	radar	1.87677	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.33885	-2.11195	5.21762	4.27184	-0.0847266	lidar	0.0220667	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.46199	-2.34793	5.22444	4.26348	-0.0891117	radar	0.81409	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.63329	-2.54428	5.21036	4.23592	-0.110368	lidar	1.14184	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.76452	-2.7769	5.22025	4.226	-0.115551	radar	0.585743	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.86192	-3.03098	5.23266	4.23146	-0.105119	lidar	0.281683	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-6.98574	-3.26254	5.23373	4.22553	-0.105727	radar	0.0559647	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.12345	-3.44465	5.1929	4.20813	-0.117295	lidar	1.14374	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.26168	-3.67476	5.20323	4.19869	-0.120917	radar	1.44843	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.43587	-3.80886	5.13579	4.16402	-0.147892	lidar	3.56379	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.57258	-4.02801	5.14062	4.1553	-0.14988	radar	0.182179	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.7473	-4.2473	5.1609	4.13677	-0.159743	lidar	0.721751	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.89298	-4.46442	5.16532	4.12749	-0.161092	radar	0.17975	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.07471	-4.69402	5.19899	4.11075	-0.168638	lidar	1.21938	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.21919	-4.90575	5.18864	4.10438	-0.165434	radar	0.731512	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.36104	-5.11721	5.1842	4.09805	-0.163706	lidar	0.0279575	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.5023	-5.32368	5.1687	4.09279	-0.159951	radar	0.742742	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.71662	-5.51427	5.18639	4.06278	-0.179926	lidar	1.33141	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.8733	-5.71911	5.18184	4.05443	-0.178823	radar	0.17583	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.04021	-5.89644	5.1622	4.03803	-0.18589	lidar	0.308718	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.18725	-6.0899	5.13929	4.03264	-0.181382	radar	2.03605	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.36858	-6.1873	5.06115	3.99757	-0.206092	lidar	4.80619	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.53647	-6.3774	5.0589	3.98729	-0.205709	radar	0.293187	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.6867	-6.5693	5.05057	3.98288	-0.200433	lidar	0.133972	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.86522	-6.75958	5.06208	3.97057	-0.202768	radar	0.944916	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.0879	-6.90799	5.06348	3.93831	-0.222969	lidar	0.767467	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.2638	-7.08665	5.06256	3.92727	-0.223022	radar	0.242491	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5156	-7.25052	5.09931	3.89349	-0.243231	lidar	2.18245	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7016	-7.42197	5.09805	3.88124	-0.243389	radar	0.165629	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9682	-7.56578	5.13091	3.84233	-0.267363	lidar	2.21032	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1588	-7.72544	5.11921	3.82977	-0.266539	radar	0.541747	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3113	-7.85399	5.06034	3.82022	-0.263951	lidar	2.90718	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5031	-8.00702	5.04979	3.80753	-0.263474	radar	0.579066	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6855	-8.09088	4.98428	3.78055	-0.277028	lidar	3.56164	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8798	-8.23193	4.96606	3.7669	-0.276719	radar	0.840793	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1023	-8.30499	4.93153	3.72945	-0.298721	lidar	1.59782	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3107	-8.44258	4.94142	3.71464	-0.298632	radar	0.471539	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5184	-8.5031	4.8919	3.68017	-0.317157	lidar	2.42566	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7231	-8.62033	4.87532	3.66374	-0.317865	radar	0.70844	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0165	-8.69445	4.91464	3.61679	-0.345332	lidar	2.64519	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2407	-8.80827	4.92356	3.59957	-0.345114	radar	0.385939	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4666	-8.83363	4.87825	3.55727	-0.368613	lidar	2.55807	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.6822	-8.91993	4.8562	3.53687	-0.371057	radar	1.37373	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9261	-9.00126	4.86803	3.5115	-0.37698	lidar	0.17203	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1582	-9.09285	4.88184	3.49418	-0.375046	radar	0.527988	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.395	-9.17599	4.88906	3.47448	-0.375752	lidar	0.0433674	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6253	-9.25157	4.88438	3.455	-0.376612	radar	0.0702247	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.913	-9.23909	4.89775	3.39909	-0.409738	lidar	1.89772	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1572	-9.30421	4.90716	3.37931	-0.408866	radar	1.20869	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4374	-9.4017	4.96518	3.36678	-0.400456	lidar	2.98197	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6786	-9.44952	4.95566	3.34422	-0.403547	radar	0.609673	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9476	-9.5167	4.98891	3.32732	-0.399852	lidar	0.956275	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1913	-9.55526	4.98106	3.30512	-0.402488	radar	0.30297	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4446	-9.53207	4.96999	3.26296	-0.422532	lidar	0.871616	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6813	-9.54866	4.95227	3.23833	-0.426665	radar	1.85588	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9671	-9.52327	4.98161	3.19671	-0.444191	lidar	1.00247	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2214	-9.54141	4.99124	3.17702	-0.441354	radar	0.804827	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4829	-9.5525	5.0051	3.15573	-0.440324	lidar	0.160368	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7344	-9.55155	5.00329	3.13226	-0.442222	radar	0.412234	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9862	-9.51176	5.00061	3.0977	-0.453442	lidar	0.261185	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2323	-9.49166	4.99259	3.07191	-0.45723	radar	0.261084	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4416	-9.51639	4.95382	3.06687	-0.442234	lidar	1.24578	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6854	-9.49461	4.95253	3.04517	-0.441501	radar	0.472362	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9343	-9.48101	4.95597	3.02765	-0.437335	lidar	0.0540899	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1739	-9.44647	4.95088	3.00503	-0.437787	radar	1.29712	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.4037	-9.32372	4.93719	2.95239	-0.465612	lidar	2.05878	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6408	-9.26735	4.92921	2.92536	-0.470134	radar	0.309141	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8827	-9.14171	4.93735	2.87686	-0.492287	lidar	1.00981	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.116	-9.06983	4.93308	2.85038	-0.494252	radar	0.421857	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.314	-9.16637	4.86811	2.88525	-0.442669	lidar	6.73566	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5516	-9.10526	4.87146	2.86463	-0.441016	radar	0.149249	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7641	-9.0029	4.85576	2.82992	-0.452697	lidar	0.652844	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9976	-8.92707	4.85803	2.80743	-0.452894	radar	0.476117	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1907	-8.84666	4.82044	2.78337	-0.455031	lidar	1.08048	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4183	-8.76028	4.82195	2.76038	-0.455769	radar	0.513854	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6178	-8.72375	4.78177	2.75536	-0.440854	lidar	1.19812	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.8251	-8.61608	4.76649	2.72385	-0.45227	radar	1.5341	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.0312	-8.5313	4.75099	2.70528	-0.449013	lidar	0.150898	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2424	-8.42703	4.74938	2.68242	-0.449084	radar	0.335673	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4767	-8.32966	4.76869	2.66584	-0.443442	lidar	0.436911	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6801	-8.21138	4.76163	2.63915	-0.448817	radar	0.369812	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8995	-7.98281	4.82072	2.58026	-0.479882	lidar	3.44147	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0964	-7.84306	4.81437	2.54912	-0.489303	radar	1.36628	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.3244	-7.67211	4.85994	2.51741	-0.494668	lidar	1.25219	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.52	-7.52948	4.86071	2.49433	-0.492279	radar	0.22811	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6809	-7.37212	4.83578	2.46219	-0.499549	lidar	0.718029	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8673	-7.21807	4.83615	2.43742	-0.499259	radar	0.0253887	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
