time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth	yaw_ground_truth	yawrate_ground_truth	px_estimate	py_estimate	vx_estimate	vy_estimate	yaw_estimate	yawrate_estimate
1477010454900000	-2.1275	8.60133	5.16249	4.39119	0.190533	lidar	0.217085	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238	4.35393	0.0757847	-2.1275	8.60133	-1.62982	-4.89847	4.39119	0.190533
1477010454950000	-2.2101	8.35675	5.16321	4.39907	0.187511	radar	0.105738	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047	4.35772	0.0689333	-2.2101	8.35675	-1.59137	-4.91185	4.39907	0.187511
1477010455000000	-2.26559	8.11523	5.15142	4.41967	0.204492	lidar	0.124229	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778	4.36117	0.062071	-2.26559	8.11523	-1.48647	-4.93229	4.41967	0.204492
1477010455050000	-2.3531	7.88101	5.14446	4.41742	0.181887	radar	1.2929	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843	4.36427	0.0551989	-2.3531	7.88101	-1.49556	-4.92227	4.41742	0.181887
1477010455100000	-2.48601	7.63752	5.16346	4.39485	0.13454	lidar	0.409711	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006	4.36703	0.0483182	-2.48601	7.63752	-1.61216	-4.90533	4.39486	0.13454
1477010455150000	-2.5974	7.40539	5.15848	4.37275	0.0755938	radar	0.830355	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507	4.36945	0.0414297	-2.5974	7.40539	-1.71855	-4.8638	4.37275	0.0755938
1477010455200000	-2.7191	7.15088	5.18193	4.35971	0.0506615	lidar	0.48737	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933	4.37152	0.0345348	-2.7191	7.15088	-1.78993	-4.86298	4.35971	0.0506615
1477010455250000	-2.79915	6.90773	5.18106	4.3717	0.0725012	radar	0.380441	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286	4.37325	0.0276344	-2.79915	6.90773	-1.73117	-4.88328	4.3717	0.0725012
1477010455300000	-2.84661	6.69339	5.14092	4.38941	0.092574	lidar	1.49032	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566	4.37463	0.0207296	-2.84661	6.69339	-1.63168	-4.87511	4.38941	0.092574
1477010455350000	-2.94598	6.45561	5.13901	4.37447	0.0485946	radar	0.680994	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774	4.37567	0.0138215	-2.94598	6.45561	-1.70368	-4.84839	4.37448	0.0485946
1477010455400000	-2.98901	6.21149	5.12616	4.39804	0.078782	lidar	0.242753	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911	4.37636	0.00691132	-2.98901	6.21149	-1.58501	-4.87496	4.39804	0.078782
1477010455450000	-3.07396	5.97236	5.12475	4.3984	0.0742459	radar	0.424406	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976	4.3767	-1.76894e-16	-3.07396	5.97236	-1.58279	-4.8742	4.3984	0.0742459
1477010455500000	-3.1535	5.69598	5.15507	4.40755	0.0823121	lidar	1.03255	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097	4.3767	-0.00691132	-3.1535	5.69598	-1.54725	-4.9174	4.40755	0.0823121
1477010455550000	-3.25296	5.45566	5.15506	4.38865	0.0306782	radar	0.751011	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893	4.37636	-0.0138215	-3.25296	5.45566	-1.63988	-4.88728	4.38865	0.0306782
1477010455600000	-3.36087	5.19665	5.17801	4.38006	0.0165196	lidar	0.475053	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745	4.37567	-0.0207296	-3.36087	5.19665	-1.68932	-4.89469	4.38006	0.0165196
1477010455650000	-3.43628	4.94969	5.17828	4.38921	0.0345568	radar	0.051143	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525	4.37463	-0.0276344	-3.43628	4.94969	-1.64451	-4.91021	4.38921	0.0345568
1477010455700000	-3.56504	4.67867	5.21842	4.37329	0.0105945	lidar	1.48086	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233	4.37325	-0.0345348	-3.56504	4.67867	-1.73584	-4.92125	4.37329	0.0105945
1477010455750000	-3.66583	4.4348	5.2203	4.3582	-0.026418	radar	0.5665	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868	4.37152	-0.0414297	-3.66583	4.4348	-1.81057	-4.89626	4.3582	-0.026418
1477010455800000	-3.82239	4.17337	5.25961	4.32956	-0.0630104	lidar	1.67897	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943	4.36945	-0.0483182	-3.82239	4.17337	-1.96469	-4.87888	4.32956	-0.0630104
1477010455850000	-3.90381	3.92703	5.25728	4.34466	-0.0200354	radar	0.511048	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918	4.36703	-0.0551989	-3.90381	3.92703	-1.88999	-4.90581	4.34466	-0.0200354
1477010455900000	-3.96844	3.69063	5.23865	4.35521	-0.00520925	lidar	0.40232	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833	4.36427	-0.062071	-3.96844	3.69063	-1.83159	-4.90803	4.35521	-0.00520925
1477010455950000	-4.07904	3.45498	5.23689	4.33899	-0.0374714	radar	0.729619	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666	4.36117	-0.0689333	-4.07904	3.45498	-1.91033	-4.87603	4.33899	-0.0374714
1477010456000000	-4.16871	3.21229	5.23413	4.33956	-0.0342767	lidar	0.0124387	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925	4.35772	-0.0757847	-4.16871	3.21229	-1.90654	-4.87455	4.33956	-0.0342767
1477010456050000	-4.27317	2.97104	5.23563	4.32856	-0.056079	radar	0.0933481	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104	4.35393	-0.0826241	-4.27317	2.97104	-1.96061	-4.85467	4.32856	-0.056079
1477010456100000	-4.35219	2.69352	5.26025	4.34161	-0.0327085	lidar	0.751531	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202	4.3498	-0.0894504	-4.35219	2.69352	-1.906	-4.90279	4.34161	-0.0327085
1477010456150000	-4.44131	2.44672	5.25987	4.34552	-0.0205838	radar	0.0379686	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218	4.34533	-0.0962627	-4.44131	2.44672	-1.88667	-4.90985	4.34552	-0.0205838
1477010456200000	-4.55016	2.18407	5.28138	4.34221	-0.0224598	lidar	0.455524	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149	4.34052	-0.10306	-4.55016	2.18407	-1.91069	-4.92364	4.34221	-0.0224598
1477010456250000	-4.66315	1.94228	5.2849	4.31918	-0.078122	radar	1.00768	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994	4.33536	-0.10984	-4.66315	1.94228	-2.02493	-4.88158	4.31918	-0.078122
1477010456300000	-4.78268	1.67176	5.31627	4.31382	-0.0782872	lidar	0.969677	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751	4.32987	-0.116604	-4.78268	1.67176	-2.06324	-4.89957	4.31382	-0.0782872
1477010456350000	-4.89985	1.43126	5.31862	4.29672	-0.108829	radar	0.167524	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417	4.32404	-0.123349	-4.89985	1.43126	-2.14766	-4.86573	4.29672	-0.108829
1477010456400000	-4.92801	1.18975	5.28661	4.3242	-0.0645964	lidar	2.71088	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799	4.31787	-0.130074	-4.92801	1.18975	-2.00105	-4.89327	4.3242	-0.0645964
1477010456450000	-5.02789	0.946566	5.28567	4.32106	-0.0642606	radar	0.0364398	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468	4.31137	-0.136779	-5.02789	0.946566	-2.01605	-4.88608	4.32106	-0.0642606
1477010456500000	-5.067	0.711471	5.25388	4.34178	-0.0318932	lidar	2.0831	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848	4.30453	-0.143463	-5.067	0.711471	-1.90289	-4.89717	4.34178	-0.0318932
1477010456550000	-5.16808	0.46653	5.25766	4.32984	-0.0613623	radar	0.707272	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127	4.29736	-0.150124	-5.16808	0.46653	-1.96259	-4.87763	4.32984	-0.0613623
1477010456600000	-5.23171	0.221036	5.24641	4.34207	-0.0398171	lidar	0.458409	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303	4.28985	-0.156761	-5.23171	0.221036	-1.89876	-4.89076	4.34207	-0.0398171
1477010456650000	-5.3343	-0.0213905	5.24725	4.34068	-0.031008	radar	5.64493	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374	4.28201	-0.163373	-5.3343	-0.0213905	-1.90585	-4.88891	4.34068	-0.031008
1477010456700000	-5.39895	-0.263386	5.23407	4.35201	-0.0126236	lidar	0.442384	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335	4.27385	-0.169959	-5.39895	-0.263386	-1.8457	-4.89784	4.35201	-0.0126236
1477010456750000	-5.50468	-0.502615	5.23521	4.33887	-0.0406444	radar	0.316639	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185	4.26535	-0.176519	-5.50468	-0.502615	-1.91032	-4.87423	4.33887	-0.0406444
1477010456800000	-5.69039	-0.665244	5.19493	4.27886	-0.125769	lidar	2.33005	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919	4.25652	-0.183051	-5.69039	-0.665244	-2.18226	-4.71434	4.27886	-0.125769
1477010456850000	-5.80638	-0.89784	5.19748	4.25942	-0.162823	radar	1.35852	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536	4.24737	-0.189554	-5.80638	-0.89784	-2.27459	-4.67333	4.25942	-0.162823
1477010456900000	-5.89831	-1.16316	5.21843	4.26902	-0.13615	lidar	0.387763	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032	4.23789	-0.196027	-5.89831	-1.16316	-2.23863	-4.71387	4.26902	-0.13615
1477010456950000	-6.0032	-1.40028	5.21756	4.26638	-0.129633	radar	0.31021	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404	4.22809	-0.202468	-6.0032	-1.40028	-2.25069	-4.70716	4.26638	-0.129633
1477010457000000	-6.17077	-1.59458	5.20244	4.22544	-0.181249	lidar	0.519533	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648	4.21797	-0.208879	-6.17077	-1.59458	-2.43436	-4.59775	4.22544	-0.181249
1477010457050000	-6.31128	-1.81809	5.20908	4.19501	-0.234106	radar	0.971023	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762	4.20752	-0.215255	-6.31128	-1.81809	-2.57645	-4.5273	4.19501	-0.234106
1477010457100000	-6.4037	-2.07319	5.22055	4.20803	-0.196676	lidar	0.235883	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742	4.19676	-0.221599	-6.4037	-2.07319	-2.52283	-4.5705	4.20803	-0.196676
1477010457150000	-6.53715	-2.29927	5.22138	4.19644	-0.196511	radar	0.585783	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585	4.18568	-0.227907	-6.53715	-2.29927	-2.57601	-4.54169	4.19644	-0.196511
1477010457200000	-6.71115	-2.49483	5.21352	4.15815	-0.239654	lidar	0.258324	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288	4.17429	-0.234179	-6.71115	-2.49483	-2.74384	-4.43307	4.15815	-0.239654
1477010457250000	-6.85646	-2.71364	5.21562	4.14188	-0.247129	radar	0.235059	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847	4.16258	-0.240414	-6.85646	-2.71364	-2.81677	-4.38959	4.14188	-0.247129
1477010457300000	-6.92234	-2.99218	5.23374	4.18143	-0.16777	lidar	0.74557	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326	4.15056	-0.246611	-6.92234	-2.99218	-2.65015	-4.51317	4.18143	-0.16777
1477010457350000	-7.0522	-3.21814	5.23215	4.17737	-0.157072	radar	0.0686234	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523	4.13823	-0.252769	-7.0522	-3.21814	-2.66767	-4.50099	4.17736	-0.157072
1477010457400000	-7.18592	-3.40665	5.20197	4.15928	-0.173457	lidar	0.904444	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632	4.12559	-0.258887	-7.18592	-3.40665	-2.73277	-4.42634	4.15928	-0.173457
1477010457450000	-7.33389	-3.62725	5.20713	4.14607	-0.179713	radar	1.24052	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586	4.11264	-0.264964	-7.33389	-3.62725	-2.79378	-4.3942	4.14607	-0.179713
1477010457500000	-7.51908	-3.75769	5.15424	4.09027	-0.252129	lidar	2.50017	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738	4.09939	-0.271	-7.51908	-3.75769	-3.00369	-4.18855	4.09027	-0.252129
1477010457550000	-7.66817	-3.96533	5.15345	4.07791	-0.252762	radar	0.0982337	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012	4.08584	-0.276993	-7.66817	-3.96533	-3.05477	-4.15048	4.07791	-0.252762
1477010457600000	-7.82456	-4.19607	5.17528	4.07182	-0.241912	lidar	0.50142	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479	4.07199	-0.282942	-7.82456	-4.19607	-3.09299	-4.14932	4.07182	-0.241912
1477010457650000	-7.98057	-4.40314	5.17554	4.06094	-0.23819	radar	0.125474	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778	4.05785	-0.288846	-7.98057	-4.40314	-3.13814	-4.11561	4.06094	-0.23819
1477010457700000	-8.14095	-4.64596	5.20811	4.06062	-0.219039	lidar	1.12158	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906	4.04341	-0.294705	-8.14095	-4.64596	-3.15922	-4.1405	4.06062	-0.219039
1477010457750000	-8.28681	-4.85705	5.19942	4.06446	-0.184879	radar	0.908031	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862	4.02867	-0.300517	-8.28681	-4.85705	-3.13805	-4.14568	4.06446	-0.184879
1477010457800000	-8.4054	-5.08823	5.19859	4.08136	-0.144932	lidar	0.146757	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641	4.01365	-0.306282	-8.4054	-5.08823	-3.06704	-4.19745	4.08136	-0.144932
1477010457850000	-8.54225	-5.3003	5.18702	4.08872	-0.113378	radar	0.804904	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242	3.99833	-0.311998	-8.54225	-5.3003	-3.02929	-4.21053	4.08872	-0.113378
1477010457900000	-8.76108	-5.48292	5.20268	4.04328	-0.173734	lidar	0.826036	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663	3.98273	-0.317665	-8.76108	-5.48292	-3.22718	-4.08084	4.04328	-0.173734
1477010457950000	-8.91811	-5.68779	5.19897	4.04022	-0.160738	radar	0.189662	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901	3.96685	-0.323282	-8.91811	-5.68779	-3.23734	-4.06804	4.04022	-0.160738
1477010458000000	-9.07753	-5.87242	5.18393	4.02729	-0.168621	lidar	0.252217	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955	3.95068	-0.328848	-9.07753	-5.87242	-3.28011	-4.01422	4.02729	-0.168621
1477010458050000	-9.21858	-6.07394	5.16645	4.0355	-0.134911	radar	2.1444	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823	3.93424	-0.334362	-9.21858	-6.07394	-3.2361	-4.02739	4.0355	-0.134911
1477010458100000	-9.41941	-6.16009	5.10127	3.97051	-0.225735	lidar	4.48024	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503	3.91752	-0.339823	-9.41941	-6.16009	-3.4468	-3.76065	3.97051	-0.225735
1477010458150000	-9.59045	-6.34807	5.09846	3.96266	-0.217178	radar	0.313864	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994	3.90053	-0.34523	-9.59045	-6.34807	-3.4743	-3.73142	3.96266	-0.217178
1477010458200000	-9.7185	-6.55982	5.09102	3.98218	-0.171093	lidar	0.267764	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295	3.88327	-0.350583	-9.7185	-6.55982	-3.39583	-3.793	3.98218	-0.171093
1477010458250000	-9.90037	-6.74673	5.099	3.96647	-0.183997	radar	0.84219	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404	3.86574	-0.355881	-9.90037	-6.74673	-3.46042	-3.74504	3.96647	-0.183997
1477010458300000	-10.1331	-6.88289	5.09897	3.91203	-0.253086	lidar	0.279476	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321	3.84795	-0.361122	-10.1331	-6.88289	-3.65904	-3.55118	3.91203	-0.253086
1477010458350000	-10.3136	-7.05738	5.09667	3.89983	-0.252913	radar	0.2642	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046	3.82989	-0.366307	-10.3136	-7.05738	-3.70042	-3.5047	3.89983	-0.252913
1477010458400000	-10.5681	-7.21137	5.12702	3.85004	-0.307843	lidar	1.56919	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577	3.81158	-0.371433	-10.5681	-7.21137	-3.8933	-3.33594	3.85004	-0.307843
1477010458450000	-10.7617	-7.37444	5.12468	3.83466	-0.307984	radar	0.172112	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916	3.793	-0.376501	-10.7617	-7.37444	-3.94236	-3.27416	3.83466	-0.307984
1477010458500000	-11.0299	-7.50837	5.15342	3.77885	-0.367517	lidar	1.43547	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062	3.77418	-0.381509	-11.0299	-7.50837	-4.14197	-3.06624	3.77885	-0.367517
1477010458550000	-11.2309	-7.65592	5.14351	3.76202	-0.365179	radar	0.621935	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015	3.7551	-0.386458	-11.2309	-7.65592	-4.18492	-2.99034	3.76202	-0.365179
1477010458600000	-11.3632	-7.8124	5.09461	3.77708	-0.319107	lidar	3.35639	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777	3.73578	-0.391345	-11.3632	-7.8124	-4.10004	-3.02402	3.77708	-0.319107
1477010458650000	-11.5627	-7.95758	5.08541	3.76187	-0.318187	radar	0.656036	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349	3.71621	-0.39617	-11.5627	-7.95758	-4.13809	-2.95593	3.76187	-0.318187
1477010458700000	-11.7457	-8.04295	5.03157	3.72582	-0.35412	lidar	3.62521	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273	3.6964	-0.400933	-11.7457	-8.04295	-4.19704	-2.77517	3.72582	-0.35412
1477010458750000	-11.951	-8.17242	5.01701	3.70646	-0.357808	radar	0.970554	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924	3.67636	-0.405632	-11.951	-8.17242	-4.23767	-2.68562	3.70646	-0.357808
1477010458800000	-12.1751	-8.23939	4.98957	3.65245	-0.415587	lidar	1.06214	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932	3.65608	-0.410268	-12.1751	-8.23939	-4.35253	-2.43953	3.65245	-0.415587
1477010458850000	-12.3929	-8.36277	4.99568	3.63476	-0.408983	radar	0.437277	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756	3.63556	-0.414838	-12.3929	-8.36277	-4.4004	-2.36503	3.63476	-0.408983
1477010458900000	-12.5966	-8.42577	4.9554	3.5924	-0.446785	lidar	2.14364	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399	3.61482	-0.419343	-12.5966	-8.42577	-4.46034	-2.15901	3.5924	-0.446785
1477010458950000	-12.8177	-8.51981	4.94329	3.56294	-0.46189	radar	0.733856	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863	3.59385	-0.423782	-12.8177	-8.51981	-4.51093	-2.02177	3.56294	-0.46189
1477010459000000	-13.097	-8.59627	4.97731	3.51333	-0.497901	lidar	1.46781	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151	3.57266	-0.428154	-13.097	-8.59627	-4.63736	-1.80792	3.51333	-0.497901
1477010459050000	-13.3317	-8.69052	4.98458	3.49307	-0.487785	radar	0.387882	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267	3.55126	-0.432459	-13.3317	-8.69052	-4.67984	-1.71613	3.49307	-0.487785
1477010459100000	-13.55	-8.71961	4.94952	3.44279	-0.531858	lidar	1.78144	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214	3.52963	-0.436695	-13.55	-8.71961	-4.7267	-1.46836	3.44279	-0.531858
1477010459150000	-13.7845	-8.77055	4.93645	3.40167	-0.56208	radar	1.13076	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997	3.5078	-0.440862	-13.7845	-8.77055	-4.77043	-1.26943	3.40167	-0.56208
1477010459200000	-14.0002	-8.89661	4.93879	3.41595	-0.497841	lidar	0.246585	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662	3.48576	-0.444959	-14.0002	-8.89661	-4.75408	-1.33807	3.41595	-0.497841
1477010459250000	-14.2383	-8.97659	4.94851	3.40493	-0.468514	radar	0.664092	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086	3.46351	-0.448987	-14.2383	-8.97659	-4.77792	-1.28811	3.40493	-0.468514
1477010459300000	-14.4528	-9.10205	4.9452	3.42275	-0.407007	lidar	0.200338	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402	3.44106	-0.452943	-14.4528	-9.10205	-4.75103	-1.37212	3.42275	-0.407007
1477010459350000	-14.69	-9.16397	4.94263	3.3989	-0.414535	radar	0.0543392	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573	3.41841	-0.456828	-14.69	-9.16397	-4.77991	-1.25778	3.3989	-0.414535
1477010459400000	-14.9703	-9.13965	4.95925	3.3226	-0.495913	lidar	0.475931	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603	3.39557	-0.46064	-14.9703	-9.13965	-4.87823	-0.892769	3.3226	-0.495913
1477010459450000	-15.219	-9.19307	4.96752	3.30545	-0.481237	radar	1.26552	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125	3.37254	-0.46438	-15.219	-9.19307	-4.90098	-0.810337	3.30545	-0.481237
1477010459500000	-15.4736	-9.35018	5.00091	3.35022	-0.373851	lidar	2.93242	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269	3.34932	-0.468047	-15.4736	-9.35018	-4.89247	-1.03579	3.35022	-0.373851
1477010459550000	-15.7188	-9.38691	4.99564	3.31938	-0.400249	radar	0.592588	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159	3.32592	-0.47164	-15.7188	-9.38691	-4.9169	-0.88347	3.31938	-0.400249
1477010459600000	-15.9731	-9.48848	5.01444	3.33353	-0.346927	lidar	0.867362	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484	3.30234	-0.475158	-15.9731	-9.48848	-4.92236	-0.956568	3.33353	-0.346927
1477010459650000	-16.2185	-9.52189	5.00926	3.30542	-0.36965	radar	0.342581	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734	3.27858	-0.478601	-16.2185	-9.52189	-4.94218	-0.817007	3.30542	-0.36965
1477010459700000	-16.4709	-9.48534	5.00354	3.24261	-0.436575	lidar	0.466354	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198	3.25465	-0.481969	-16.4709	-9.48534	-4.97803	-0.504583	3.24261	-0.436575
1477010459750000	-16.7125	-9.48713	4.9922	3.20544	-0.466977	radar	1.79865	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301	3.23055	-0.48526	-16.7125	-9.48713	-4.98203	-0.318498	3.20544	-0.466977
1477010459800000	-16.9907	-9.46268	5.01655	3.15828	-0.49961	lidar	0.560766	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773	3.20629	-0.488475	-16.9907	-9.46268	-5.01586	-0.0836852	3.15828	-0.49961
1477010459850000	-17.2451	-9.48136	5.02365	3.14702	-0.472524	radar	0.911875	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479	3.18186	-0.491613	-17.2451	-9.48136	-5.02357	-0.0272634	3.14702	-0.472524
1477010459900000	-17.4992	-9.51608	5.02938	3.14443	-0.440626	lidar	0.179031	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024	3.15728	-0.494673	-17.4992	-9.51608	-5.02936	-0.0142464	3.14443	-0.440626
1477010459950000	-17.7517	-9.50862	5.02948	3.11591	-0.455656	radar	0.395398	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703	3.13255	-0.497655	-17.7517	-9.50862	-5.02782	0.12916	3.11591	-0.455656
1477010460000000	-18	-9.4695	5.027	3.07592	-0.48143	lidar	0.0895032	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151	3.10767	-0.500558	-18	-9.4695	-5.01616	0.329884	3.07592	-0.48143
1477010460050000	-18.2476	-9.43744	5.02356	3.04039	-0.505673	radar	0.170027	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648	3.08264	-0.503383	-18.2476	-9.43744	-4.99785	0.507524	3.04039	-0.505673
1477010460100000	-18.4567	-9.4939	4.98264	3.0624	-0.441704	lidar	1.53574	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847	3.05747	-0.506127	-18.4567	-9.4939	-4.96703	0.394187	3.0624	-0.441704
1477010460150000	-18.7014	-9.47219	4.98084	3.04288	-0.434409	radar	0.475675	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522	3.03216	-0.508793	-18.7014	-9.47219	-4.95659	0.490862	3.04288	-0.434409
1477010460200000	-18.9482	-9.47271	4.97878	3.03693	-0.411445	lidar	0.0509001	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707	3.00672	-0.511377	-18.9482	-9.47271	-4.95153	0.520121	3.03693	-0.411445
1477010460250000	-19.1886	-9.43771	4.97399	3.01363	-0.413844	radar	1.31657	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927	2.98115	-0.513881	-19.1886	-9.43771	-4.93332	0.634758	3.01363	-0.413844
1477010460300000	-19.4145	-9.285	4.96836	2.92459	-0.515111	lidar	1.45611	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083	2.95546	-0.516304	-19.4145	-9.285	-4.85184	1.0697	2.92459	-0.515111
1477010460350000	-19.6517	-9.21599	4.96537	2.88737	-0.539068	radar	0.176151	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907	2.92964	-0.518645	-19.6517	-9.21599	-4.80577	1.24877	2.88737	-0.539068
1477010460400000	-19.8864	-9.07927	4.9735	2.82049	-0.596275	lidar	0.369901	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408	2.90371	-0.520904	-19.8864	-9.07927	-4.7193	1.56969	2.82049	-0.596275
