time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth	yaw_ground_truth	yawrate_ground_truth	px_estimate	py_estimate	vx_estimate	vy_estimate	yaw_estimate	yawrate_estimate
1477010448850000	19.5845	15.8757	4.8586	2.01999	0.589029	radar	0.185594	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193	1.98241	0.547873	19.5845	15.8757	-2.10979	4.37661	2.01999	0.589029
1477010448900000	19.4735	16.0777	4.84616	2.05358	0.596532	lidar	0.168307	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469	2.0098	0.548437	19.4735	16.0777	-2.24983	4.29226	2.05358	0.596532
1477010448950000	19.3661	16.2933	4.84459	2.07042	0.562949	radar	0.65941	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868	2.03722	0.548915	19.3661	16.2933	-2.32103	4.2524	2.07042	0.562949
1477010449000000	19.2375	16.4612	4.81079	2.11262	0.587042	lidar	1.30264	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731	2.06467	0.549305	19.2375	16.4612	-2.48092	4.12174	2.11262	0.587042
1477010449050000	19.1116	16.6653	4.81059	2.14084	0.584258	radar	0.0143676	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284	2.09213	0.549609	19.1116	16.6653	-2.59613	4.04992	2.14084	0.584258
1477010449100000	18.9845	16.8613	4.80463	2.16867	0.583173	lidar	0.0307732	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953	2.11961	0.549826	18.9845	16.8613	-2.70447	3.97118	2.16867	0.583173
1477010449150000	18.8294	17.0475	4.80708	2.22388	0.64794	radar	1.5589	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476	2.1471	0.549957	18.8294	17.0475	-2.92096	3.81785	2.22388	0.64794
1477010449200000	18.6693	17.2615	4.83413	2.25389	0.640783	lidar	0.651416	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127	2.1746	0.55	18.6693	17.2615	-3.05127	3.74947	2.25389	0.640783
1477010449250000	18.5494	17.4707	4.8311	2.24043	0.535402	radar	1.9152	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489	2.2021	0.549957	18.5494	17.4707	-2.99865	3.78783	2.24043	0.535402
1477010449300000	18.3179	17.6241	4.84578	2.30988	0.592092	lidar	1.66442	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568	2.2296	0.549826	18.3179	17.6241	-3.26419	3.58144	2.30988	0.592092
1477010449350000	18.1758	17.8187	4.84339	2.30702	0.515875	radar	1.10193	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372	2.25709	0.549609	18.1758	17.8187	-3.25231	3.589	2.30702	0.515875
1477010449400000	18.0622	18.0152	4.82935	2.30653	0.481737	lidar	0.741057	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906	2.28457	0.549305	18.0622	18.0152	-3.24114	3.58018	2.30653	0.481737
1477010449450000	17.8854	18.1802	4.82943	2.34611	0.515295	radar	0.306085	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418	2.31204	0.548915	17.8854	18.1802	-3.38032	3.44917	2.34611	0.515295
1477010449500000	17.7533	18.3312	4.79155	2.36368	0.508827	lidar	1.26122	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199	2.33948	0.548437	17.7533	18.3312	-3.4134	3.36269	2.36368	0.508827
1477010449550000	17.5984	18.513	4.79157	2.37243	0.477586	radar	1.46375	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973	2.3669	0.547873	17.5984	18.513	-3.44272	3.33269	2.37243	0.477586
1477010449600000	17.4165	18.6811	4.79958	2.39793	0.478875	lidar	0.056081	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509	2.3943	0.547223	17.4165	18.6811	-3.53246	3.24926	2.39793	0.478875
1477010449650000	17.2304	18.8328	4.79961	2.4316	0.499449	radar	0.186124	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817	2.42166	0.546486	17.2304	18.8328	-3.63985	3.12854	2.4316	0.499449
1477010449700000	17.0717	18.9708	4.77177	2.45372	0.49864	lidar	0.658529	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904	2.44898	0.545663	17.0717	18.9708	-3.68668	3.02956	2.45372	0.49864
1477010449750000	16.8976	19.1324	4.77184	2.4669	0.477123	radar	0.827742	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678	2.47627	0.544754	16.8976	19.1324	-3.72633	2.98076	2.4669	0.477123
1477010449800000	16.6682	19.2211	4.76215	2.52689	0.527872	lidar	1.22492	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455	2.5035	0.543759	16.6682	19.2211	-3.89041	2.74641	2.52689	0.527872
1477010449850000	16.4799	19.3645	4.76249	2.54703	0.518795	radar	0.757721	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938	2.53069	0.542677	16.4799	19.3645	-3.94521	2.66769	2.54703	0.518795
1477010449900000	16.2768	19.5211	4.7824	2.56381	0.503876	lidar	0.395489	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237	2.55783	0.54151	16.2768	19.5211	-4.00611	2.61197	2.56381	0.503875
1477010449950000	16.0571	19.6253	4.78277	2.60998	0.542967	radar	2.27584	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364	2.5849	0.540258	16.0571	19.6253	-4.12269	2.42452	2.60998	0.542967
1477010450000000	15.8713	19.7772	4.78641	2.61662	0.514339	lidar	0.371466	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329	2.61191	0.53892	15.8713	19.7772	-4.14186	2.3989	2.61662	0.514339
1477010450050000	15.6714	19.9069	4.78467	2.62434	0.471167	radar	0.500314	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141	2.63886	0.537498	15.6714	19.9069	-4.15874	2.36599	2.62434	0.471167
1477010450100000	15.4636	20.0607	4.80518	2.63101	0.445577	lidar	0.554859	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081	2.66574	0.53599	15.4636	20.0607	-4.19232	2.34824	2.63101	0.445577
1477010450150000	15.2588	20.1842	4.80536	2.64797	0.43828	radar	0.712148	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347	2.69253	0.534397	15.2588	20.1842	-4.23169	2.27689	2.64797	0.43828
1477010450200000	15.0839	20.3377	4.79738	2.64157	0.400217	lidar	0.785389	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763	2.71925	0.532721	15.0839	20.3377	-4.21003	2.30009	2.64157	0.400217
1477010450250000	14.8586	20.4267	4.79857	2.68434	0.447089	radar	0.955454	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068	2.74589	0.53096	14.8586	20.4267	-4.30561	2.1185	2.68434	0.447089
1477010450300000	14.6505	20.5508	4.80243	2.69539	0.431231	lidar	0.11741	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272	2.77244	0.529115	14.6505	20.5508	-4.33224	2.07245	2.69539	0.431231
1477010450350000	14.423	20.6326	4.80415	2.73914	0.48168	radar	0.451379	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386	2.79889	0.527187	14.423	20.6326	-4.42031	1.88167	2.73914	0.48168
1477010450400000	14.167	20.6844	4.81461	2.789	0.516103	lidar	0.715994	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421	2.82525	0.525176	14.167	20.6844	-4.51841	1.66266	2.789	0.516103
1477010450450000	13.9354	20.7536	4.81588	2.82745	0.545285	radar	0.153281	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386	2.85151	0.523081	13.9354	20.7536	-4.5802	1.48811	2.82745	0.545285
1477010450500000	13.6573	20.7905	4.84346	2.88044	0.577732	lidar	1.38332	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294	2.87767	0.520904	13.6573	20.7905	-4.67923	1.25056	2.88044	0.577732
1477010450550000	13.4143	20.8283	4.84594	2.93155	0.627176	radar	0.458501	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153	2.90371	0.518645	13.4143	20.8283	-4.73943	1.01038	2.93155	0.627176
1477010450600000	13.1629	20.8607	4.85326	2.97211	0.63893	lidar	0.13987	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975	2.92964	0.516304	13.1629	20.8607	-4.78372	0.818589	2.97211	0.63893
1477010450650000	12.9293	20.9117	4.85176	2.99337	0.618987	radar	0.551596	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694	2.95546	0.513881	12.9293	20.9117	-4.79856	0.716525	2.99337	0.618987
1477010450700000	12.7244	20.9796	4.83072	3.00212	0.591246	lidar	0.987488	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469	2.98115	0.511377	12.7244	20.9796	-4.78381	0.671594	3.00212	0.591246
1477010450750000	12.4854	21.01	4.83109	3.03249	0.594271	radar	0.115589	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175	3.00672	0.508793	12.4854	21.01	-4.80236	0.526062	3.03249	0.594271
1477010450800000	12.2396	21.0541	4.84188	3.05173	0.578168	lidar	0.142734	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912	3.03216	0.506127	12.2396	21.0541	-4.82235	0.434508	3.05173	0.578168
1477010450850000	11.9994	21.0712	4.84219	3.08414	0.588552	radar	0.208505	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778	3.05747	0.503383	11.9994	21.0712	-4.8342	0.278057	3.08414	0.588552
1477010450900000	11.7435	21.0188	4.84349	3.14697	0.634897	lidar	0.884599	11.6814	20.8651	11.785	21.117	-4.86022	0.286869	3.08264	0.500558	11.7435	21.0188	-4.84342	-0.0260273	3.14697	0.634897
1477010450950000	11.5004	21.0106	4.8436	3.17868	0.63172	radar	0.281488	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281	3.10767	0.497655	11.5004	21.0106	-4.84027	-0.179616	3.17868	0.63172
1477010451000000	11.2767	21.0183	4.82965	3.19917	0.618208	lidar	0.356163	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057	3.13255	0.494673	11.2767	21.0183	-4.82165	-0.277921	3.19917	0.618208
1477010451050000	11.0328	20.9876	4.83151	3.23662	0.626352	radar	1.23926	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565	3.15728	0.491613	11.0328	20.9876	-4.80971	-0.458438	3.23662	0.626352
1477010451100000	10.8103	20.9497	4.8144	3.27415	0.63758	lidar	0.249593	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643	3.18186	0.488475	10.8103	20.9497	-4.77217	-0.636324	3.27415	0.63758
1477010451150000	10.572	20.938	4.80954	3.28067	0.579602	radar	0.879056	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604	3.20629	0.48526	10.572	20.938	-4.7631	-0.666731	3.28067	0.579602
1477010451200000	10.3028	20.9965	4.84121	3.25743	0.501214	lidar	1.83504	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674	3.23055	0.481969	10.3028	20.9965	-4.80877	-0.559528	3.25743	0.501214
1477010451250000	10.0644	20.9703	4.84046	3.28065	0.499828	radar	0.225549	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463	3.25465	0.478601	10.0644	20.9703	-4.79374	-0.670911	3.28065	0.499828
1477010451300000	9.85413	20.9429	4.81283	3.30261	0.4989	lidar	0.797026	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327	3.27858	0.475158	9.85413	20.9429	-4.75058	-0.771605	3.30261	0.4989
1477010451350000	9.61602	20.9256	4.80831	3.30422	0.44793	radar	0.502904	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189	3.30234	0.47164	9.61602	20.9256	-4.74487	-0.778515	3.30422	0.44793
1477010451400000	9.40811	20.8766	4.78158	3.33277	0.459405	lidar	0.629129	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977	3.32592	0.468047	9.40811	20.8766	-4.69446	-0.908579	3.33277	0.459405
1477010451450000	9.17572	20.8332	4.78052	3.35466	0.4602	radar	0.350508	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362	3.34932	0.46438	9.17572	20.8332	-4.67242	-1.01087	3.35466	0.4602
1477010451500000	8.89881	20.8016	4.8209	3.36218	0.434462	lidar	1.39509	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605	3.37254	0.46064	8.89881	20.8016	-4.70409	-1.05483	3.36218	0.434462
1477010451550000	8.66575	20.7352	4.82266	3.39313	0.452917	radar	0.27539	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372	3.39557	0.456828	8.66575	20.7352	-4.67089	-1.20033	3.39313	0.452917
1477010451600000	8.40321	20.6255	4.85817	3.43713	0.479774	lidar	1.90766	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701	3.41841	0.452943	8.40321	20.6255	-4.64754	-1.41498	3.43713	0.479774
1477010451650000	8.17308	20.5475	4.8591	3.46585	0.490172	radar	0.0230003	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542	3.44106	0.448987	8.17309	20.5475	-4.60588	-1.54813	3.46585	0.490172
1477010451700000	7.93432	20.4652	4.86898	3.49016	0.488898	lidar	0.0949345	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237	3.46351	0.444959	7.93432	20.4652	-4.57618	-1.66302	3.49016	0.488898
1477010451750000	7.71053	20.3766	4.86931	3.52291	0.511762	radar	0.947729	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781	3.48576	0.440862	7.71053	20.3766	-4.51958	-1.81208	3.52291	0.511762
1477010451800000	7.42154	20.3327	4.91873	3.51213	0.454661	lidar	2.1297	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717	3.5078	0.436695	7.42154	20.3327	-4.58491	-1.78114	3.51213	0.454661
1477010451850000	7.19436	20.2362	4.91992	3.53838	0.460964	radar	0.0747794	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399	3.52963	0.432459	7.19436	20.2362	-4.53769	-1.90133	3.53838	0.460964
1477010451900000	6.93598	20.1622	4.94444	3.54328	0.432619	lidar	0.520837	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462	3.55126	0.428154	6.93598	20.1622	-4.55087	-1.93315	3.54328	0.432619
1477010451950000	6.71023	20.0657	4.94375	3.5641	0.432188	radar	0.0703698	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357	3.57266	0.423782	6.71023	20.0657	-4.50901	-2.02718	3.5641	0.432188
1477010452000000	6.46337	19.9837	4.95844	3.57025	0.408783	lidar	0.210592	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079	3.59385	0.419343	6.46337	19.9837	-4.50982	-2.06097	3.57025	0.408783
1477010452050000	6.2413	19.8822	4.95706	3.59232	0.416569	radar	0.731885	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625	3.61482	0.414838	6.2413	19.8822	-4.462	-2.1594	3.59232	0.416569
1477010452100000	5.98302	19.8003	4.98119	3.59127	0.383316	lidar	0.529572	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993	3.63556	0.410268	5.98302	19.8003	-4.486	-2.1652	3.59127	0.383316
1477010452150000	5.7698	19.6601	4.98793	3.63806	0.441111	radar	0.876807	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178	3.65608	0.405632	5.7698	19.6601	-4.38574	-2.37587	3.63806	0.441111
1477010452200000	5.57888	19.5393	4.96412	3.66631	0.451883	lidar	0.508462	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418	3.67636	0.400933	5.57888	19.5393	-4.29627	-2.48687	3.66631	0.451883
1477010452250000	5.37068	19.3983	4.96763	3.70126	0.476644	radar	0.322979	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995	3.6964	0.39617	5.37068	19.3983	-4.20971	-2.63735	3.70126	0.476644
1477010452300000	5.15013	19.3127	4.95889	3.69902	0.440038	lidar	0.548103	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622	3.71621	0.391345	5.15013	19.3127	-4.20819	-2.62329	3.69902	0.440038
1477010452350000	4.93805	19.1936	4.95466	3.71048	0.420064	radar	0.548733	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059	3.73578	0.386458	4.93805	19.1936	-4.17431	-2.66904	3.71048	0.420064
1477010452400000	4.77366	19.0239	4.93295	3.75928	0.462058	lidar	0.498312	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305	3.7551	0.381509	4.77366	19.0239	-4.02143	-2.85694	3.75928	0.462058
1477010452450000	4.57891	18.8709	4.93558	3.79184	0.483125	radar	0.155005	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359	3.77418	0.376501	4.57891	18.8709	-3.92841	-2.9879	3.79184	0.483124
1477010452500000	4.3944	18.7432	4.91635	3.80816	0.47363	lidar	0.506184	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422	3.793	0.371433	4.3944	18.7432	-3.864	-3.03973	3.80816	0.47363
1477010452550000	4.19808	18.5993	4.913	3.82065	0.449106	radar	0.183414	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888	3.81158	0.366307	4.19808	18.5993	-3.82313	-3.08566	3.82065	0.449106
1477010452600000	4.0676	18.43	4.87213	3.86832	0.489882	lidar	1.44446	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362	3.82989	0.361122	4.0676	18.43	-3.64121	-3.23716	3.86832	0.489882
1477010452650000	3.89931	18.2533	4.87721	3.91372	0.539116	radar	1.68496	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644	3.84795	0.355881	3.89931	18.2533	-3.49416	-3.40266	3.91372	0.539116
1477010452700000	3.65031	18.1293	4.91104	3.89219	0.464458	lidar	1.19202	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732	3.86574	0.350583	3.65031	18.1293	-3.59136	-3.34969	3.89219	0.464458
1477010452750000	3.46528	17.974	4.90561	3.901	0.434485	radar	0.343807	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627	3.88327	0.34523	3.46528	17.974	-3.55777	-3.37747	3.901	0.434485
1477010452800000	3.25131	17.8062	4.93331	3.90714	0.408872	lidar	0.688398	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331	3.90053	0.339823	3.25131	17.8062	-3.55694	-3.41845	3.90714	0.408872
1477010452850000	3.08645	17.6214	4.93789	3.94506	0.447698	radar	0.591961	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844	3.91752	0.334362	3.08645	17.6214	-3.42795	-3.55414	3.94506	0.447698
1477010452900000	2.88767	17.5324	4.90453	3.91919	0.380439	lidar	2.92383	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167	3.93424	0.328848	2.88767	17.5324	-3.49496	-3.44088	3.91919	0.380439
1477010452950000	2.73643	17.3304	4.91459	3.97083	0.448209	radar	1.18589	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302	3.95068	0.323282	2.73643	17.3304	-3.3195	-3.62411	3.97083	0.448209
1477010453000000	2.5739	17.1346	4.92243	3.9989	0.455769	lidar	0.102794	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251	3.96685	0.317665	2.5739	17.1346	-3.22162	-3.72176	3.9989	0.455769
1477010453050000	2.40488	16.9598	4.91694	4.00568	0.421461	radar	0.382824	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014	3.98273	0.311998	2.40488	16.9598	-3.19273	-3.73935	4.00568	0.421461
1477010453100000	2.24319	16.7858	4.91065	4.0195	0.411399	lidar	0.0848319	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595	3.99833	0.306282	2.24319	16.7858	-3.13673	-3.77828	4.0195	0.411399
1477010453150000	2.08494	16.5931	4.9121	4.03509	0.396597	radar	1.38054	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995	4.01365	0.300517	2.08494	16.5931	-3.07836	-3.82785	4.03509	0.396597
1477010453200000	1.95013	16.3364	4.94532	4.08596	0.43929	lidar	2.05809	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216	4.02867	0.294705	1.95013	16.3364	-2.89922	-4.00633	4.08596	0.43929
1477010453250000	1.79634	16.149	4.93855	4.09187	0.406346	radar	0.377533	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261	4.04341	0.288846	1.79634	16.149	-2.87155	-4.0179	4.09187	0.406346
1477010453300000	1.57675	15.9996	4.95095	4.05826	0.3258	lidar	0.665307	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132	4.05785	0.282942	1.57675	15.9996	-3.01248	-3.92898	4.05826	0.3258
1477010453350000	1.44654	15.782	4.95987	4.09861	0.374637	radar	0.737086	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832	4.07199	0.276993	1.44654	15.782	-2.85667	-4.05459	4.09861	0.374637
1477010453400000	1.28241	15.5574	4.99005	4.11375	0.366966	lidar	0.982242	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364	4.08584	0.271	1.28241	15.5574	-2.81199	-4.12229	4.11375	0.366966
1477010453450000	1.13985	15.3561	4.9876	4.12697	0.357421	radar	0.108882	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773	4.09939	0.264964	1.13985	15.3561	-2.75591	-4.15706	4.12697	0.357421
1477010453500000	0.926966	15.1448	5.03575	4.10955	0.301882	lidar	2.15518	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933	4.11264	0.258887	0.926966	15.1448	-2.85519	-4.14809	4.10955	0.301882
1477010453550000	0.773623	14.9513	5.02893	4.10906	0.271091	radar	0.478602	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977	4.12559	0.252769	0.773623	14.9513	-2.85334	-4.14108	4.10906	0.271091
1477010453600000	0.670686	14.7255	5.02097	4.14629	0.306295	lidar	0.136007	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864	4.13823	0.246611	0.670686	14.7255	-2.69299	-4.23769	4.14629	0.306295
1477010453650000	0.553322	14.4973	5.02854	4.17994	0.342932	radar	0.544425	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598	4.15056	0.240414	0.553322	14.4973	-2.5527	-4.33243	4.17994	0.342932
1477010453700000	0.377164	14.2804	5.05694	4.17284	0.305493	lidar	0.745642	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181	4.16258	0.234179	0.377164	14.2804	-2.59798	-4.33857	4.17284	0.305493
1477010453750000	0.273981	14.0415	5.06791	4.21779	0.367241	radar	1.17105	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617	4.17429	0.227907	0.273981	14.0415	-2.40565	-4.46056	4.21779	0.367241
1477010453800000	0.270845	13.7635	5.04949	4.30767	0.473703	lidar	1.13864	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909	4.18568	0.221599	0.270845	13.7635	-1.9883	-4.64155	4.30767	0.473703
1477010453850000	0.182058	13.5251	5.05426	4.341	0.494749	radar	0.312964	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061	4.19676	0.215255	0.182058	13.5251	-1.83424	-4.70968	4.341	0.494749
1477010453900000	-0.00755275	13.313	5.0838	4.30757	0.405022	lidar	1.01983	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075	4.20752	0.208879	-0.00755275	13.313	-2.00225	-4.6729	4.30757	0.405022
1477010453950000	-0.113765	13.086	5.07911	4.31815	0.385325	radar	0.166651	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955	4.21797	0.202468	-0.113765	13.086	-1.9509	-4.6895	4.31815	0.385325
1477010454000000	-0.121181	12.8453	5.04487	4.38507	0.460006	lidar	1.1491	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704	4.22809	0.196027	-0.121181	12.8453	-1.62193	-4.77703	4.38507	0.460006
1477010454050000	-0.211584	12.6127	5.03837	4.39425	0.430199	radar	0.843776	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326	4.23789	0.189554	-0.211584	12.6127	-1.576	-4.78554	4.39425	0.430199
1477010454100000	-0.359145	12.386	5.05621	4.37412	0.365663	lidar	0.414284	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823	4.24737	0.183051	-0.359145	12.386	-1.67792	-4.76968	4.37412	0.365663
1477010454150000	-0.455713	12.1604	5.04686	4.37747	0.337401	radar	0.817102	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198	4.25652	0.176519	-0.455713	12.1604	-1.65885	-4.76644	4.37747	0.337401
1477010454200000	-0.562752	11.9463	5.03547	4.37518	0.309664	lidar	0.309691	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456	4.26535	0.169959	-0.562752	11.9463	-1.66602	-4.75188	4.37518	0.309664
1477010454250000	-0.653471	11.7136	5.03194	4.3815	0.291281	radar	0.218053	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598	4.27385	0.163373	-0.653471	11.7136	-1.63481	-4.75898	4.3815	0.291281
1477010454300000	-0.899886	11.4921	5.07628	4.30138	0.146472	lidar	2.47562	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628	4.28201	0.156761	-0.899886	11.4921	-2.02817	-4.65351	4.30138	0.146472
1477010454350000	-1.0144	11.2639	5.07329	4.29373	0.114004	radar	0.692274	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549	4.28985	0.150124	-1.0144	11.2639	-2.06248	-4.63513	4.29373	0.114004
1477010454400000	-1.22233	11.053	5.09398	4.23888	0.0240414	lidar	0.816061	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364	4.29736	0.143463	-1.22233	11.053	-2.32293	-4.53349	4.23888	0.0240414
1477010454450000	-1.3081	10.8126	5.10101	4.27009	0.0862261	radar	0.883542	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075	4.30453	0.136779	-1.3081	10.8126	-2.18333	-4.61014	4.27009	0.0862261
1477010454500000	-1.43478	10.5587	5.12922	4.27037	0.080585	lidar	0.863792	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686	4.31137	0.130074	-1.43478	10.5587	-2.19409	-4.63625	4.27037	0.080585
1477010454550000	-1.51539	10.3092	5.13849	4.30262	0.137652	radar	0.950007	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198	4.31787	0.123349	-1.51539	10.3092	-2.04714	-4.7131	4.30262	0.137652
1477010454600000	-1.628	10.1035	5.11717	4.29712	0.119446	lidar	0.663046	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615	4.32404	0.116604	-1.628	10.1035	-2.06447	-4.68224	4.29712	0.119446
1477010454650000	-1.72635	9.86844	5.11747	4.30704	0.12804	radar	0.0464156	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939	4.32987	0.10984	-1.72635	9.86844	-2.018	-4.70278	4.30704	0.12804
1477010454700000	-1.79883	9.64222	5.09871	4.32529	0.14526	lidar	0.332896	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172	4.33536	0.10306	-1.79883	9.64221	-1.92476	-4.72146	4.32529	0.14526
1477010454750000	-1.87714	9.39741	5.10327	4.35053	0.183973	radar	0.485004	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316	4.34052	0.0962627	-1.87714	9.39741	-1.80662	-4.77279	4.35053	0.183973
1477010454800000	-1.93347	9.08825	5.15215	4.3915	0.230022	lidar	3.70303	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374	4.34533	0.0894504	-1.93347	9.08825	-1.62504	-4.88916	4.3915	0.230022
1477010454850000	-2.02612	8.85324	5.14703	4.39049	0.205164	radar	0.367686	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347	4.3498	0.0826241	-2.02612	8.85324	-1.62834	-4.88266	4.39049	0.205164
